"","genre","popularity","danceability","energy","loudness","acousticness","valence","liveness","tempo","duration_ms"
"19006","latin",86,0.639,0.791,-4.443,0.0275,0.939,0.362,92.603,222347
"19007","latin",80,0.79,0.631,-5.549,0.437,0.889,0.158,94.039,190005
"19008","latin",68,0.828,0.944,-1.648,0.334,0.891,0.0869,95.995,151562
"19009","latin",71,0.843,0.647,-4.858,0.358,0.685,0.11,93.02,201859
"19010","latin",62,0.782,0.813,-3.71,0.146,0.728,0.125,94.975,221501
"19011","latin",65,0.872,0.664,-5.807,0.375,0.77,0.0939,89.992,290578
"19012","latin",72,0.774,0.774,-4.19,0.233,0.489,0.138,95.998,222302
"19013","latin",58,0.673,0.752,-3.572,0.241,0.797,0.0813,175.997,201818
"19014","latin",76,0.771,0.796,-4.106,0.0385,0.636,0.218,87.985,289907
"19015","latin",77,0.679,0.831,-1.866,0.159,0.88,0.097,88.792,219520
"19016","latin",58,0.814,0.647,-5.651,0.0583,0.604,0.0854,93.977,206924
"19017","latin",79,0.847,0.736,-4.542,0.0532,0.876,0.0302,160.012,171000
"19018","latin",77,0.76,0.646,-5.048,0.233,0.625,0.0905,188.009,178534
"19019","latin",80,0.8,0.74,-4.52,0.184,0.775,0.0558,90.035,226200
"19020","latin",67,0.594,0.789,-4.469,0.213,0.576,0.0732,179.95,253333
"19021","latin",72,0.787,0.705,-7.582,0.137,0.499,0.108,81.998,188654
"19022","latin",65,0.693,0.752,-4.108,0.499,0.796,0.123,185.996,190296
"19023","latin",66,0.8,0.841,-2.817,0.0273,0.798,0.291,94.023,170133
"19024","latin",72,0.747,0.898,-3.683,0.0613,0.689,0.0886,91.97,208947
"19025","latin",78,0.849,0.781,-4.635,0.406,0.893,0.0801,84.041,217143
"19026","latin",66,0.775,0.787,-4.488,0.0613,0.665,0.0916,175.993,317440
"19027","latin",76,0.769,0.838,-5.238,0.16,0.602,0.0935,93.996,249609
"19028","latin",62,0.792,0.37,-7.906,0.226,0.76,0.0917,80.099,184253
"19029","latin",10,0.734,0.793,-4.731,0.128,0.511,0.0658,89.961,235315
"19030","latin",62,0.583,0.823,-4.663,0.125,0.911,0.0846,166.029,218293
"19031","latin",64,0.869,0.783,-4.234,0.0919,0.891,0.131,95.996,240587
"19032","latin",64,0.781,0.584,-6.016,0.135,0.459,0.0784,175.996,198875
"19033","latin",43,0.795,0.579,-6.48,0.188,0.637,0.0788,115.032,200200
"19034","latin",84,0.795,0.885,-4.13,0.0375,0.46,0.292,126.037,169998
"19035","latin",75,0.795,0.676,-6.429,0.138,0.882,0.0734,100.045,158447
"19036","latin",50,0.864,0.708,-7.897,0.0969,0.716,0.0905,125.027,168720
"19037","latin",70,0.937,0.942,-4.766,0.0441,0.376,0.301,115.984,182678
"19038","latin",50,0.82,0.782,-2.474,0.409,0.805,0.107,88.031,137384
"19039","latin",48,0.822,0.743,-3.04,0.285,0.355,0.102,96.025,185195
"19040","latin",68,0.903,0.785,-5.731,0.451,0.642,0.0772,97.014,220311
"19041","latin",72,0.795,0.776,-2.29,0.295,0.701,0.074,100.013,312000
"19042","latin",44,0.842,0.56,-8.044,0.771,0.439,0.101,122.019,149508
"19043","latin",61,0.609,0.904,-2.619,0.638,0.471,0.229,149.149,218921
"19044","latin",62,0.868,0.701,-4.666,0.178,0.831,0.0964,158.059,185638
"19045","latin",81,0.941,0.729,-7.56,0.146,0.718,0.18,118.026,217881
"19046","latin",55,0.732,0.608,-7.028,0.625,0.23,0.105,94.968,169263
"19047","latin",58,0.736,0.96,-3.835,0.0545,0.833,0.24,117.014,235897
"19048","latin",71,0.856,0.482,-8.99,0.152,0.431,0.134,124.05,201290
"19049","latin",59,0.904,0.793,-5.514,0.0616,0.708,0.337,124.978,211929
"19050","latin",55,0.753,0.901,-3.281,0.327,0.756,0.165,177.978,145287
"19051","latin",86,0.806,0.786,-3.831,0.145,0.58,0.0935,91.973,309120
"19052","latin",78,0.752,0.905,-7.072,0.0527,0.689,0.173,97.993,146945
"19053","latin",66,0.801,0.756,-4.142,0.105,0.723,0.303,89.981,186484
"19054","latin",88,0.78,0.759,-3.292,0.462,0.579,0.143,91.952,201040
"19055","latin",74,0.742,0.684,-5.828,0.191,0.411,0.0947,80.034,139810
"19056","latin",53,0.768,0.914,-4.357,0.537,0.825,0.14,173.878,205431
"19057","latin",10,0.79,0.858,-2.78,0.303,0.79,0.61,92.05,192000
"19058","latin",49,0.783,0.705,-5.487,0.0507,0.775,0.0682,142.554,223842
"19059","latin",79,0.473,0.779,-3.725,0.186,0.438,0.189,108.287,164458
"19060","latin",74,0.785,0.792,-4.695,0.0104,0.528,0.104,155.036,249600
"19061","latin",79,0.672,0.684,-5.682,0.125,0.62,0.183,75.233,182816
"19062","latin",72,0.59,0.857,-1.986,0.289,0.976,0.0414,135.29,227396
"19063","latin",66,0.751,0.82,-4.493,0.0811,0.909,0.155,192.077,196240
"19064","latin",73,0.684,0.811,-4.494,0.161,0.721,0.0871,87.866,250840
"19065","latin",69,0.816,0.538,-6.354,0.0142,0.156,0.099,97.054,210368
"19066","latin",52,0.778,0.798,-5.696,0.527,0.82,0.114,180.013,228000
"19067","latin",48,0.785,0.62,-8.696,0.0635,0.861,0.0615,82.01,251096
"19068","latin",61,0.704,0.589,-7.083,0.348,0.618,0.0739,189.989,170782
"19069","latin",86,0.777,0.712,-4.84,0.217,0.68,0.091,95.692,175733
"19070","latin",18,0.688,0.62,-8.029,0.753,0.727,0.158,170.018,360960
"19071","latin",75,0.832,0.59,-7.168,0.446,0.596,0.123,146.939,152960
"19072","latin",71,0.803,0.533,-6.243,0.434,0.378,0.391,129.96,269538
"19073","latin",87,0.882,0.689,-4.027,0.39,0.746,0.0501,97.963,161627
"19074","latin",52,0.904,0.75,-2.745,0.107,0.488,0.0437,97.001,299381
"19075","latin",63,0.837,0.562,-4.807,0.331,0.356,0.203,94.067,211115
"19076","latin",50,0.868,0.619,-5.008,0.18,0.85,0.122,90.989,264427
"19077","latin",68,0.903,0.634,-4.027,0.396,0.553,0.0712,101.053,215103
"19078","latin",44,0.796,0.696,-4.384,0.389,0.768,0.0989,187.832,322573
"19079","latin",50,0.786,0.892,-3.442,0.002,0.401,0.0513,179.904,152009
"19080","latin",61,0.651,0.609,-4.722,0.648,0.621,0.126,119.71,210831
"19081","latin",60,0.797,0.687,-6.037,0.344,0.59,0.14,91.975,338051
"19082","latin",51,0.859,0.715,-4.879,0.206,0.561,0.12,96.019,192633
"19083","latin",56,0.867,0.844,-2.27,0.0947,0.805,0.0801,92.015,215430
"19084","latin",68,0.857,0.823,-4.22,0.0206,0.57,0.0593,96.048,188600
"19085","latin",54,0.529,0.667,-7.282,0.162,0.559,0.0791,94.825,163500
"19086","latin",54,0.609,0.703,-7.262,0.125,0.754,0.106,99.385,177296
"19087","latin",48,0.835,0.818,-5.439,0.0882,0.437,0.0452,100.102,130764
"19088","latin",70,0.68,0.752,-3.987,0.214,0.461,0.225,191.977,275400
"19089","latin",77,0.535,0.71,-2.978,0.428,0.523,0.141,92.009,212653
"19090","latin",77,0.764,0.753,-3.964,0.308,0.714,0.118,95.109,270187
"19091","latin",70,0.673,0.694,-4.01,0.557,0.78,0.118,175.912,203000
"19092","latin",68,0.906,0.5,-5.364,0.307,0.417,0.0576,93.993,248326
"19093","latin",48,0.926,0.591,-8.678,0.486,0.41,0.0759,96.993,208835
"19094","latin",76,0.691,0.751,-4.275,0.316,0.672,0.0808,169.884,225013
"19095","latin",76,0.84,0.617,-5.2,0.175,0.659,0.202,100.001,265941
"19096","latin",49,0.779,0.821,-2.823,0.246,0.224,0.162,95.982,172146
"19097","latin",83,0.857,0.647,-4.152,0.391,0.553,0.0842,95.982,267500
"19098","latin",69,0.734,0.583,-11.764,0.0867,0.144,0.0979,105.013,224698
"19099","latin",71,0.811,0.695,-3.942,0.395,0.51,0.109,93.991,388800
"19100","latin",68,0.412,0.737,-5.234,0.427,0.864,0.13,179.952,206607
"19101","latin",68,0.868,0.698,-3.23,0.203,0.44,0.734,92.015,162040
"19102","latin",75,0.758,0.629,-5.579,0.463,0.575,0.113,97.006,203923
"19103","latin",74,0.861,0.786,-3.833,0.485,0.778,0.113,104.017,252440
"19104","latin",80,0.785,0.572,-7.504,0.0598,0.49,0.218,100.016,235284
"19105","latin",75,0.799,0.676,-5.644,0.41,0.91,0.325,104.956,175200
"19106","latin",73,0.809,0.528,-6.886,0.353,0.491,0.0897,103.923,195285
"19107","latin",82,0.75,0.665,-3.083,0.265,0.697,0.0515,95.239,219357
"19108","latin",1,0.505,0.516,-6.807,0.209,0.64,0.298,91.918,188205
"19109","latin",88,0.731,0.832,-2.592,0.273,0.94,0.0665,146.013,178613
"19110","latin",78,0.648,0.752,-4.13,0.315,0.405,0.201,178.228,198053
"19111","latin",78,0.675,0.36,-6.66,0.67,0.553,0.159,64.921,158533
"19112","latin",79,0.851,0.701,-3.649,0.311,0.527,0.163,98.039,173827
"19113","latin",74,0.727,0.824,-2.983,0.0132,0.805,0.0631,96.063,211920
"19114","latin",77,0.728,0.83,-4,0.234,0.633,0.0962,175.984,223187
"19115","latin",78,0.748,0.808,-5.943,0.0366,0.553,0.11,99.997,179775
"19116","latin",39,0.849,0.569,-6.14,0.155,0.766,0.0696,105.038,207856
"19117","latin",79,0.861,0.572,-6.537,0.382,0.396,0.0853,90.052,193363
"19118","latin",75,0.73,0.725,-6.446,0.0787,0.571,0.544,95.061,204000
"19119","latin",81,0.561,0.666,-4.243,0.106,0.675,0.123,160.019,219367
"19120","latin",86,0.728,0.542,-5.195,0.259,0.637,0.136,90.016,227234
"19121","latin",75,0.839,0.554,-6.124,0.418,0.727,0.0923,139.952,249733
"19122","latin",81,0.683,0.51,-7.894,0.447,0.255,0.175,95.08,173021
"19123","latin",80,0.735,0.712,-5.119,0.732,0.894,0.302,131.938,229333
"19124","latin",75,0.831,0.648,-8.433,0.581,0.171,0.114,117.98,210302
"19125","latin",62,0.836,0.777,-5.376,0.0951,0.504,0.0561,94.977,190564
"19126","latin",63,0.66,0.793,-8.005,0.472,0.749,0.611,179.512,249680
"19127","latin",31,0.884,0.727,-5.907,0.104,0.963,0.0432,110,317280
"19128","latin",0,0.805,0.852,-4.337,0.437,0.714,0.0798,94.053,107572
"19129","latin",67,0.782,0.767,-7.981,0.266,0.622,0.0947,88.005,304091
"19130","latin",49,0.822,0.744,-6.096,0.173,0.748,0.0692,94.039,206987
"19131","latin",43,0.868,0.673,-6.882,0.138,0.751,0.184,95.024,233267
"19132","latin",55,0.805,0.738,-5.905,0.0965,0.524,0.123,95.012,188825
"19133","latin",60,0.767,0.758,-8.116,0.111,0.84,0.376,76.498,256757
"19134","latin",64,0.617,0.771,-5.586,0.0384,0.553,0.162,180.002,267747
"19135","latin",40,0.865,0.586,-10.475,0.0969,0.882,0.13,93.994,302942
"19136","latin",63,0.687,0.778,-6.623,0.209,0.865,0.117,172.047,240733
"19137","latin",45,0.787,0.813,-6.794,0.247,0.707,0.857,95.996,212533
"19138","latin",56,0.828,0.666,-7.454,0.457,0.44,0.0834,91.961,212533
"19139","latin",59,0.646,0.81,-6.482,0.0959,0.361,0.266,95.985,264680
"19140","latin",51,0.702,0.864,-5.496,0.108,0.788,0.187,94.994,215118
"19141","latin",66,0.815,0.757,-6.16,0.382,0.734,0.147,104.986,209680
"19142","latin",62,0.515,0.812,-5.06,0.411,0.779,0.101,169.981,218044
"19143","latin",58,0.627,0.798,-4.746,0.297,0.896,0.133,180.051,208118
"19144","latin",64,0.868,0.764,-6.574,0.119,0.397,0.0918,96.994,263293
"19145","latin",59,0.846,0.747,-5.074,0.0947,0.517,0.159,95.003,220057
"19146","latin",57,0.697,0.919,-3.867,0.432,0.683,0.0882,179.988,232227
"19147","latin",62,0.564,0.684,-4.719,0.0461,0.404,0.335,119.99,234027
"19148","latin",58,0.842,0.823,-5.137,0.072,0.635,0.0865,95.017,194733
"19149","latin",58,0.806,0.738,-4.75,0.221,0.808,0.156,176.098,273160
"19150","latin",57,0.77,0.63,-13.213,0.00965,0.5,0.261,100.004,239049
"19151","latin",41,0.806,0.871,-4.109,0.0247,0.736,0.288,94.019,186213
"19152","latin",49,0.742,0.878,-6.111,0.0244,0.395,0.0926,106.015,261408
"19153","latin",58,0.81,0.723,-5.2,0.409,0.738,0.137,92.993,222867
"19154","latin",59,0.796,0.589,-8.1,0.274,0.764,0.421,95.019,254669
"19155","latin",33,0.847,0.909,-3.696,0.135,0.868,0.216,95.013,173533
"19156","latin",42,0.77,0.732,-6.459,0.269,0.736,0.101,87.992,189507
"19157","latin",62,0.801,0.773,-6.651,0.563,0.796,0.103,94.988,225693
"19158","latin",59,0.717,0.636,-6.604,0.263,0.675,0.328,89.978,249827
"19159","latin",49,0.864,0.826,-5.64,0.251,0.617,0.465,90.031,288288
"19160","latin",63,0.775,0.744,-5.912,0.0567,0.581,0.392,92.98,196360
"19161","latin",0,0.746,0.705,-7.085,0.21,0.542,0.383,80.989,206639
"19162","latin",58,0.735,0.809,-4.238,0.29,0.875,0.124,93.126,178040
"19163","latin",53,0.744,0.837,-5.082,0.336,0.706,0.229,92.04,293773
"19164","latin",56,0.792,0.816,-4.751,0.51,0.809,0.356,96.038,232493
"19165","latin",52,0.759,0.654,-7.553,0.3,0.486,0.648,89.99,173507
"19166","latin",47,0.87,0.614,-9.892,0.446,0.804,0.0911,95.016,196480
"19167","latin",55,0.834,0.826,-7.036,0.127,0.6,0.0924,95.016,183947
"19168","latin",55,0.787,0.559,-7.274,0.15,0.52,0.0936,94.021,243560
"19169","latin",0,0.748,0.887,-6.23,0.0853,0.585,0.108,97.015,218507
"19170","latin",34,0.734,0.907,-4.433,0.112,0.57,0.227,94.965,239223
"19171","latin",42,0.679,0.632,-9.038,0.0203,0.73,0.15,178.026,272823
"19172","latin",63,0.79,0.837,-5.797,0.0755,0.798,0.0729,95.968,170240
"19173","latin",13,0.723,0.823,-3.825,0.0894,0.51,0.123,94.014,198333
"19174","latin",50,0.796,0.757,-5.799,0.31,0.611,0.297,95.991,218410
"19175","latin",52,0.896,0.789,-4.945,0.0856,0.694,0.276,97.008,191147
"19176","latin",43,0.727,0.579,-7.87,0.392,0.612,0.249,94.02,225453
"19177","latin",56,0.711,0.86,-3.507,0.0153,0.404,0.383,109.946,259067
"19178","latin",51,0.737,0.646,-7.854,0.196,0.651,0.0882,93.85,178934
"19179","latin",0,0.792,0.841,-6.76,0.266,0.925,0.237,80.018,186619
"19180","latin",35,0.804,0.869,-5.766,0.265,0.102,0.287,95,215947
"19181","latin",34,0.949,0.872,-3.755,0.319,0.857,0.385,120.096,183066
"19182","latin",58,0.624,0.772,-4.687,0.178,0.589,0.11,172.014,222240
"19183","latin",54,0.714,0.421,-7.277,0.0169,0.307,0.117,107.964,282133
"19184","latin",54,0.745,0.744,-8.23,0.0266,0.849,0.0959,96.026,244663
"19185","latin",51,0.741,0.735,-8.158,0.516,0.609,0.861,96.007,227853
"19186","latin",59,0.831,0.742,-6.736,0.0649,0.712,0.0744,95.995,195800
"19187","latin",0,0.694,0.804,-5.127,0.505,0.585,0.215,94.931,177680
"19188","latin",58,0.847,0.663,-8,0.526,0.914,0.0736,95.041,242574
"19189","latin",48,0.69,0.953,-5.554,0.00329,0.344,0.187,135.027,233840
"19190","latin",3,0.825,0.852,-6.471,0.0282,0.813,0.13,95.028,214354
"19191","latin",31,0.783,0.824,-4.973,0.214,0.726,0.102,93.998,187080
"19192","latin",38,0.801,0.896,-4.448,0.057,0.696,0.26,100.006,188547
"19193","latin",56,0.705,0.8,-8.332,0.0474,0.48,0.448,156.109,192307
"19194","latin",46,0.789,0.815,-7.991,0.181,0.763,0.145,95.009,203667
"19195","latin",56,0.807,0.781,-6.028,0.0784,0.536,0.105,95.009,192000
"19196","latin",0,0.862,0.593,-5.763,0.0372,0.511,0.752,112.004,172460
"19197","latin",45,0.753,0.65,-9.548,0.0116,0.639,0.109,93.999,219133
"19198","latin",87,0.737,0.86,-2.652,0.11,0.656,0.0574,93.989,193227
"19199","latin",86,0.826,0.773,-4.218,0.323,0.761,0.143,126.899,238200
"19200","latin",73,0.715,0.874,-3.576,0.126,0.652,0.105,96.995,214293
"19201","latin",83,0.837,0.791,-3.157,0.252,0.618,0.188,91.98,184436
"19202","latin",82,0.807,0.803,-4.156,0.602,0.706,0.136,91.987,258800
"19203","latin",83,0.817,0.539,-6.349,0.0141,0.158,0.099,97.062,210368
"19204","latin",80,0.756,0.851,-3.33,0.0336,0.934,0.126,75.014,200693
"19205","latin",76,0.783,0.84,-3.416,0.174,0.839,0.412,95.001,200480
"19206","latin",79,0.655,0.797,-4.787,0.198,0.839,0.067,177.928,229360
"19207","latin",78,0.791,0.745,-3.695,0.354,0.82,0.104,94.014,188560
"19208","latin",72,0.683,0.691,-5.535,0.243,0.732,0.14,179.91,219507
"19209","latin",77,0.814,0.813,-3.023,0.03,0.839,0.255,79.997,232550
"19210","latin",43,0.743,0.855,-3.976,0.141,0.871,0.099,96.989,202453
"19211","latin",76,0.766,0.756,-5.861,0.213,0.716,0.349,94.027,230000
"19212","latin",79,0.754,0.805,-4.249,0.315,0.555,0.203,93.982,176133
"19213","latin",74,0.761,0.838,-3.073,0.4,0.71,0.176,93.974,222560
"19214","latin",74,0.744,0.804,-6.327,0.0231,0.426,0.0494,104.823,205715
"19215","latin",68,0.783,0.738,-4.078,0.127,0.925,0.127,90.976,164533
"19216","latin",72,0.681,0.788,-4.323,0.0482,0.839,0.0753,170.019,220117
"19217","latin",68,0.685,0.731,-5.119,0.204,0.786,0.0722,177.912,221027
"19218","latin",76,0.742,0.858,-4.946,0.0826,0.64,0.364,95.049,194742
"19219","latin",69,0.646,0.865,-4.215,0.269,0.762,0.11,191.954,217093
"19220","latin",75,0.733,0.897,-3.652,0.0391,0.649,0.117,96.006,173800
"19221","latin",68,0.777,0.911,-3.223,0.246,0.704,0.257,96.017,238813
"19222","latin",65,0.728,0.812,-3.017,0.287,0.418,0.13,130.029,228960
"19223","latin",68,0.719,0.842,-3.562,0.132,0.534,0.105,90.017,228139
"19224","latin",64,0.783,0.748,-4.683,0.147,0.806,0.173,93.222,182747
"19225","latin",52,0.595,0.773,-4.736,0.0364,0.711,0.334,180.073,173628
"19226","latin",73,0.635,0.713,-6.909,0.228,0.749,0.0506,179.864,204701
"19227","latin",76,0.653,0.816,-4.353,0.228,0.816,0.0967,178.086,228827
"19228","latin",80,0.903,0.675,-3.445,0.542,0.442,0.0595,96.507,417920
"19229","latin",76,0.744,0.859,-3.166,0.0256,0.787,0.0881,91.977,232787
"19230","latin",77,0.788,0.771,-3.206,0.291,0.701,0.172,99.038,207853
"19231","latin",18,0.777,0.779,-4.449,0.0543,0.768,0.636,94.023,221653
"19232","latin",74,0.722,0.738,-6.073,0.328,0.748,0.198,198.075,184720
"19233","latin",70,0.74,0.74,-3.647,0.205,0.717,0.107,93.95,219600
"19234","latin",70,0.766,0.827,-3.332,0.148,0.831,0.0518,91.03,238160
"19235","latin",84,0.747,0.7,-4.669,0.136,0.62,0.11,176.036,225933
"19236","latin",65,0.816,0.754,-2.75,0.0361,0.533,0.217,99.966,158400
"19237","latin",84,0.688,0.62,-8.029,0.753,0.727,0.158,170.018,360960
"19238","latin",79,0.678,0.806,-3.334,0.0464,0.614,0.0673,183.984,227480
"19239","latin",76,0.834,0.808,-2.597,0.0569,0.829,0.222,104.026,198453
"19240","latin",75,0.747,0.825,-2.903,0.0487,0.866,0.107,94.006,219773
"19241","latin",69,0.702,0.914,-2.934,0.153,0.563,0.0625,96.991,190916
"19242","latin",75,0.837,0.784,-4.531,0.175,0.748,0.0897,94.036,217653
"19243","latin",80,0.618,0.795,-1.8,0.0655,0.76,0.309,185.901,206279
"19244","latin",78,0.745,0.881,-2.587,0.255,0.961,0.25,157.985,147493
"19245","latin",71,0.708,0.761,-3.02,0.0105,0.71,0.0462,188.124,180480
"19246","latin",77,0.731,0.763,-3.6,0.382,0.865,0.0754,154.111,164191
"19247","latin",79,0.709,0.771,-4.598,0.146,0.709,0.249,174.006,204453
"19248","latin",4,0.736,0.588,-4.619,0.274,0.364,0.105,171.954,181845
"19249","latin",73,0.733,0.782,-4.788,0.156,0.634,0.286,93.021,223587
"19250","latin",63,0.864,0.751,-4.502,0.0604,0.867,0.0817,112.008,197107
"19251","latin",93,0.759,0.54,-6.039,0.037,0.75,0.0945,116.947,190960
"19252","latin",61,0.798,0.746,-4.16,0.137,0.541,0.0478,100.036,177369
"19253","latin",67,0.728,0.767,-3.806,0.0253,0.565,0.171,176.148,174545
"19254","latin",65,0.979,0.923,-4.101,0.0364,0.253,0.0735,128.029,240019
"19255","latin",66,0.816,0.777,-4.405,0.238,0.705,0.0642,94.996,185387
"19256","latin",64,0.749,0.772,-5.13,0.535,0.806,0.0803,173.737,215375
"19257","latin",67,0.708,0.777,-4.822,0.2,0.775,0.184,100.002,231644
"19258","latin",64,0.765,0.721,-5.166,0.0278,0.691,0.12,105.992,159248
"19259","latin",74,0.682,0.669,-7.15,0.105,0.889,0.071,79.929,177208
"19260","latin",60,0.789,0.787,-3.931,0.0951,0.575,0.187,90.038,158120
"19261","latin",90,0.798,0.675,-5.041,0.0912,0.842,0.0894,101.956,219947
"19262","latin",54,0.685,0.939,-3.981,0.0367,0.778,0.288,92.023,180429
"19263","latin",43,0.824,0.592,-6.4,0.693,0.54,0.178,98.074,209755
"19264","latin",74,0.741,0.94,-2.068,0.169,0.702,0.0542,93.994,181433
"19265","latin",97,0.794,0.793,-4.521,0.0125,0.677,0.0952,123.941,183290
"19266","latin",98,0.764,0.32,-7.209,0.837,0.575,0.0822,91.019,189486
"19267","latin",76,0.772,0.732,-3.713,0.307,0.295,0.106,100.048,254383
"19268","latin",72,0.775,0.679,-4.985,0.147,0.674,0.155,91,229387
"19269","latin",74,0.639,0.869,-4.024,0.27,0.767,0.0802,169.801,307910
"19270","latin",57,0.73,0.769,-4.936,0.244,0.594,0.136,181.931,198720
"19271","latin",72,0.786,0.65,-6.839,0.363,0.712,0.122,92.975,129040
"19272","latin",77,0.744,0.804,-6.327,0.0231,0.426,0.0494,104.823,205715
"19273","latin",74,0.832,0.772,-5.429,0.0559,0.704,0.44,96.016,209453
"19274","latin",71,0.909,0.493,-6.688,0.128,0.844,0.127,94.016,197120
"19275","latin",67,0.835,0.703,-4.177,0.56,0.502,0.144,94.211,187255
"19276","latin",75,0.739,0.821,-4.233,0.222,0.693,0.311,171.077,188080
"19277","latin",73,0.857,0.772,-4.736,0.187,0.589,0.0851,94.028,164765
"19278","latin",71,0.798,0.809,-6.152,0.0317,0.471,0.214,90.006,206920
"19279","latin",68,0.637,0.513,-6.846,0.3,0.27,0.0981,196.088,231909
"19280","latin",72,0.685,0.859,-2.595,0.116,0.891,0.317,176.018,204520
"19281","latin",74,0.775,0.867,-1.582,0.0132,0.869,0.278,96.038,265747
"19282","latin",71,0.702,0.84,-3.547,0.0112,0.624,0.119,101.99,183573
"19283","latin",5,0.817,0.869,-4.791,0.163,0.561,0.0497,96.029,207200
"19284","latin",65,0.695,0.856,-4.446,0.174,0.728,0.116,91.911,195813
"19285","latin",53,0.776,0.735,-5.34,0.139,0.663,0.0693,93.017,188472
"19286","latin",71,0.608,0.753,-4.748,0.103,0.482,0.0996,97.626,200987
"19287","latin",73,0.663,0.92,-4.07,0.00431,0.533,0.101,99.935,259196
"19288","latin",66,0.803,0.705,-5.316,0.107,0.49,0.147,90.995,174200
"19289","latin",71,0.75,0.76,-4.836,0.187,0.893,0.0548,183.817,195213
"19290","latin",6,0.889,0.853,-4.26,0.154,0.922,0.205,93.022,201280
"19291","latin",62,0.793,0.853,-3.655,0.0937,0.906,0.085,164.022,240320
"19292","latin",63,0.827,0.78,-3.315,0.0435,0.658,0.133,80.015,172749
"19293","latin",64,0.679,0.713,-6.625,0.0226,0.882,0.239,173.995,201947
"19294","latin",74,0.786,0.764,-2.935,0.122,0.913,0.102,90.979,163880
"19295","latin",2,0.74,0.65,-5.849,0.0585,0.808,0.0793,172.081,269240
"19296","latin",3,0.687,0.778,-6.623,0.209,0.865,0.117,172.047,240733
"19297","latin",67,0.813,0.876,-4.278,0.182,0.746,0.394,94.987,210773
"19298","latin",63,0.841,0.694,-5.114,0.0759,0.83,0.102,90.034,186976
"19299","latin",65,0.759,0.812,-3.95,0.122,0.661,0.192,88.995,211627
"19300","latin",75,0.775,0.679,-4.985,0.18,0.619,0.068,166.008,193456
"19301","latin",65,0.702,0.73,-5.173,0.425,0.879,0.148,173.967,206693
"19302","latin",66,0.755,0.72,-4.215,0.348,0.713,0.168,175.93,187493
"19303","latin",71,0.878,0.555,-7.639,0.138,0.751,0.151,88.029,190909
"19304","latin",3,0.745,0.921,-2.674,0.0897,0.651,0.178,92.973,223613
"19305","latin",2,0.717,0.788,-3.621,0.178,0.888,0.105,173.934,226840
"19306","latin",63,0.696,0.876,-4.104,0.0506,0.669,0.0687,169.027,211813
"19307","latin",73,0.855,0.664,-7.11,0.165,0.626,0.0937,98.015,226800
"19308","latin",62,0.77,0.612,-7.755,0.0789,0.63,0.153,90.02,212161
"19309","latin",61,0.798,0.818,-4.628,0.113,0.951,0.0942,176,236493
"19310","latin",73,0.788,0.477,-7.348,0.549,0.86,0.349,94.983,213027
"19311","latin",58,0.637,0.679,-4.423,0.0509,0.621,0.0685,87.372,269663
"19312","latin",55,0.802,0.814,-4.087,0.331,0.586,0.184,95.009,220747
"19313","latin",61,0.797,0.828,-3.972,0.289,0.572,0.434,79.992,243387
"19314","latin",58,0.743,0.773,-4.787,0.202,0.794,0.0896,88.95,233667
"19315","latin",58,0.691,0.69,-5.805,0.216,0.886,0.291,171.967,208274
"19316","latin",64,0.763,0.753,-4.554,0.218,0.641,0.0691,183.938,236707
"19317","latin",71,0.689,0.675,-4.281,0.531,0.604,0.115,180.065,205600
"19318","latin",54,0.701,0.772,-5.458,0.0515,0.801,0.0959,187.971,226947
"19319","latin",53,0.884,0.348,-9.248,0.384,0.563,0.0973,90.023,228040
"19320","latin",72,0.773,0.757,-4.959,0.0864,0.858,0.0727,88.006,226520
"19321","latin",1,0.766,0.863,-3.83,0.162,0.818,0.316,97.966,262250
"19322","latin",66,0.769,0.759,-4.393,0.0545,0.68,0.101,105.993,202347
"19323","latin",76,0.857,0.801,-6.499,0.332,0.753,0.0789,96.009,192600
"19324","latin",0,0.771,0.941,-4.052,0.0423,0.631,0.158,98.996,196933
"19325","latin",2,0.825,0.852,-6.471,0.0282,0.813,0.13,95.028,214354
"19326","latin",50,0.858,0.656,-4.96,0.114,0.969,0.141,59.972,219080
"19327","latin",1,0.754,0.805,-5.974,0.0471,0.475,0.0715,88.032,186853
"19328","latin",68,0.836,0.961,-2.679,0.194,0.76,0.074,109.957,170006
"19329","latin",0,0.759,0.9,-4.766,0.0804,0.76,0.224,100.021,209493
"19330","latin",59,0.842,0.893,-4.277,0.104,0.713,0.289,121.035,193627
"19331","latin",57,0.806,0.804,-4.84,0.0615,0.766,0.115,88.018,190311
"19332","latin",45,0.692,0.852,-4.587,0.0093,0.895,0.0225,128.026,234000
"19333","latin",56,0.73,0.732,-5.167,0.0427,0.974,0.262,129.974,180453
"19334","latin",63,0.887,0.87,-5.267,0.0145,0.838,0.015,126.047,190560
"19335","latin",49,0.866,0.685,-6.368,0.126,0.743,0.237,95.032,227560
"19336","latin",1,0.442,0.884,-5.782,0.0458,0.813,0.0827,125.031,292160
"19337","latin",56,0.817,0.853,-5.915,0.00868,0.605,0.35,126.951,210000
"19338","latin",1,0.698,0.91,-4.407,0.211,0.772,0.156,97.985,239920
"19339","latin",0,0.761,0.893,-3.913,0.0755,0.954,0.321,108.009,218227
"19340","latin",67,0.76,0.893,-3.913,0.0758,0.948,0.321,107.994,218507
